Name,Rank,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,NA_Sales_log,EU_Sales_log,JP_Sales_log,Other_Sales_log,Global_Sales_log,Is_Japan_Hit
Summon Night Craft Sword Monogatari: Hajimari no Ishi,13461,GBA,2005,Role-Playing,Banpresto,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.039220713153281295,0.0,0.039220713153281295,0
PopCap Arcade Vol 1,13708,X360,2007,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04,0.039220713153281295,0.0,0.0,0.0,0.039220713153281295,0
Dead Ball Zone,13709,PS,1998,Sports,GT Interactive,0.02,0.02,0.0,0.0,0.04,0.019802627296179712,0.019802627296179712,0.0,0.0,0.039220713153281295,0
Akko ni Omakase! Brain Shock,13784,DS,2006,Misc,Taito,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.039220713153281295,0.0,0.039220713153281295,0
A Game of Thrones: Genesis,14078,PC,2011,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,0.0,0.0295588022415444,0.0,0.009950330853168083,0.039220713153281295,0
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,14334,PS2,2008,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,14381,DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
Far East of Eden Shinden,14432,NG,1995,Fighting,Hudson Soft,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
BRAHMA Force: The Assault on Beltlogger 9,14521,PS,1996,Shooter,JVC,0.02,0.01,0.0,0.0,0.03,0.019802627296179712,0.009950330853168083,0.0,0.0,0.0295588022415444,0
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,14927,PSV,2013,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Colin McRae Rally 2.0,14994,GBA,2002,Racing,Codemasters,0.02,0.01,0.0,0.0,0.02,0.019802627296179712,0.009950330853168083,0.0,0.0,0.019802627296179712,0
Jinguuji Saburou DS: Akai Chou,15367,DS,2010,Adventure,Arc System Works,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Haneru no Tobira Wii: Girigirissu,15639,Wii,2007,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
NHL 2K3,15647,GC,2002,Sports,Sega,0.01,0.0,0.0,0.0,0.02,0.009950330853168083,0.0,0.0,0.0,0.019802627296179712,0
Kao the Kangaroo Round 2,15912,PS2,2005,Platform,JoWood Productions,0.01,0.01,0.0,0.0,0.02,0.009950330853168083,0.009950330853168083,0.0,0.0,0.019802627296179712,0
Just Dance 3,61,Wii,2011,Misc,Ubisoft,6.05,3.15,0.0,1.07,10.26,1.9530276168241771,1.423108334242607,0.0,0.7275486072772778,2.421256622711544,0
World Class Track Meet,453,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,1.0715836162801904,0.37156355643248307,0.49469624183610705,0.06765864847381481,1.4060969884160703,0
Finding Nemo,795,PS2,2003,Action,THQ,1.26,0.6,0.05,0.18,2.09,0.8153648132841945,0.4700036292457356,0.04879016416943201,0.16551443847757338,1.128171090909654,0
Donkey Kong Country,836,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04,0.7884573603642702,0.3920420877760237,0.2546422183735807,0.06765864847381481,1.1118575154181303,0
Fire Emblem: Awakening,849,3DS,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2.0,0.636576829071551,0.37156355643248307,0.4252677354043441,0.12221763272424921,1.0986122886681096,0
LEGO Indiana Jones: The Original Adventures,1414,PS2,2008,Action,LucasArts,0.6,0.01,0.0,0.76,1.37,0.4700036292457356,0.009950330853168083,0.0,0.5653138090500605,0.8628899551470399,0
LEGO Batman: The Videogame,1555,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0.0,0.52,1.27,0.5423242908253616,0.0295588022415444,0.0,0.41871033485818504,0.8197798314933114,0
Fallout: New Vegas,1743,PC,2010,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16,0.4574248470388754,0.37156355643248307,0.0,0.1310282624064041,0.7701082216960736,0
Mad Max (2015),1834,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.58,0.04,0.17,1.11,0.2776317365982795,0.4574248470388754,0.039220713153281295,0.15700374880966475,0.7466879474879752,0
Dragon Ball Z: The Legacy of Goku II,1877,GBA,2003,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09,0.5766133643039938,0.2546422183735807,0.0,0.019802627296179712,0.7371640659767197,0
Grand Theft Auto: San Andreas,2122,PC,2005,Action,Take-Two Interactive,0.0,0.92,0.0,0.05,0.98,0.0,0.6523251860396903,0.0,0.04879016416943201,0.6830968447064438,0
ESPN NBA 2K5,2174,XB,2004,Sports,Global Star,0.88,0.04,0.0,0.04,0.95,0.6312717768418579,0.039220713153281295,0.0,0.039220713153281295,0.6678293725756554,0
Sonic Mega Collection Plus,2292,XB,2004,Misc,Sega,0.61,0.26,0.0,0.04,0.91,0.4762341789963716,0.23111172096338664,0.0,0.039220713153281295,0.6471032420585385,0
WWE 2K15,2445,PS3,2014,Sports,Take-Two Interactive,0.36,0.35,0.0,0.14,0.85,0.3074846997479606,0.30010459245033805,0.0,0.1310282624064041,0.6151856390902335,0
Sly 3: Honor Among Thieves,2496,PS2,2005,Platform,Sony Computer Entertainment,0.69,0.03,0.0,0.11,0.83,0.5247285289349821,0.0295588022415444,0.0,0.10436001532424277,0.6043159668533296,0
Twisted Metal: Head On,2680,PSP,2005,Action,Sony Computer Entertainment,0.71,0.0,0.0,0.06,0.77,0.5364933705145685,0.0,0.0,0.058268908123975775,0.5709795465857378,0
Mercenaries: Playground of Destruction,2694,PS2,2005,Action,LucasArts,0.64,0.02,0.0,0.1,0.76,0.49469624183610705,0.019802627296179712,0.0,0.09531017980432487,0.5653138090500605,0
Wall-E,2733,PS2,2008,Platform,THQ,0.21,0.0,0.0,0.54,0.75,0.1906203596086497,0.0,0.0,0.43178241642553783,0.5596157879354227,0
Unreal Tournament III,3009,PS3,2007,Shooter,Midway Games,0.33,0.24,0.0,0.11,0.67,0.2851789422336624,0.2151113796169455,0.0,0.10436001532424277,0.5128236264286637,0
Disney Sing It: Family Hits,3293,Wii,2010,Misc,Disney Interactive Studios,0.39,0.18,0.0,0.05,0.61,0.3293037471426004,0.16551443847757338,0.0,0.04879016416943201,0.4762341789963716,0
Turok: Evolution,3681,XB,2002,Shooter,Acclaim Entertainment,0.39,0.14,0.0,0.02,0.55,0.3293037471426004,0.1310282624064041,0.0,0.019802627296179712,0.4382549309311553,0
Commando,4196,2600,1987,Action,Activision,0.44,0.02,0.0,0.0,0.47,0.36464311358790924,0.019802627296179712,0.0,0.0,0.3852624007906449,0
X-Men: The Official Game,4711,PS2,2006,Action,Activision,0.2,0.16,0.0,0.05,0.41,0.18232155679395462,0.14842000511827327,0.0,0.04879016416943201,0.3435897043900769,0
NHL 15,5015,PS3,2014,Sports,Electronic Arts,0.21,0.11,0.0,0.06,0.38,0.1906203596086497,0.10436001532424277,0.0,0.058268908123975775,0.32208349916911333,0
WWE Crush Hour,5295,PS2,2003,Racing,THQ,0.17,0.13,0.0,0.04,0.35,0.15700374880966475,0.12221763272424921,0.0,0.039220713153281295,0.30010459245033805,0
Aggressive Inline,5329,PS2,2002,Sports,Acclaim Entertainment,0.17,0.13,0.0,0.04,0.35,0.15700374880966475,0.12221763272424921,0.0,0.039220713153281295,0.30010459245033805,0
Skylanders: Trap Team,5364,XOne,2014,Action,Activision,0.25,0.07,0.0,0.03,0.34,0.22314355131420976,0.06765864847381481,0.0,0.0295588022415444,0.29266961396282,0
Sengoku Basara: Samurai Heroes,5880,Wii,2010,Action,Capcom,0.08,0.02,0.2,0.01,0.3,0.07696104113612832,0.019802627296179712,0.18232155679395462,0.009950330853168083,0.26236426446749106,0
Star Ocean 5: Integrity and Faithlessness,5924,PS4,2016,Role-Playing,Square Enix,0.06,0.07,0.14,0.02,0.3,0.058268908123975775,0.06765864847381481,0.1310282624064041,0.019802627296179712,0.26236426446749106,0
Drakan: The Ancients' Gates,6573,PS2,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0.0,0.03,0.26,0.12221763272424921,0.09531017980432487,0.0,0.0295588022415444,0.23111172096338664,0
Mega Man Battle Network 5: Team Colonel / Protoman,7084,GBA,2004,Role-Playing,Capcom,0.16,0.06,0.0,0.0,0.23,0.14842000511827327,0.058268908123975775,0.0,0.0,0.20701416938432615,0
Hidden Mysteries: Buckingham Palace,7185,DS,2010,Puzzle,Avanquest,0.13,0.07,0.0,0.02,0.22,0.12221763272424921,0.06765864847381481,0.0,0.019802627296179712,0.1988508587451652,0
Touch the Dead,7239,DS,2007,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22,0.18232155679395462,0.0,0.0,0.019802627296179712,0.1988508587451652,0
NFL Quarterback Club 2002,7263,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,0.10436001532424277,0.07696104113612832,0.0,0.0295588022415444,0.1988508587451652,0
Quake III: Revolution,7381,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0.0,0.03,0.21,0.09531017980432487,0.07696104113612832,0.0,0.0295588022415444,0.1906203596086497,0
Puzzle & Dragons X: God Chapter / Dragon Chapter,7674,3DS,2016,Action,GungHo,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.18232155679395462,0.0,0.18232155679395462,0
Silent Hill HD Collection,7748,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,0.10436001532424277,0.058268908123975775,0.009950330853168083,0.019802627296179712,0.173953307123438,0
Sniper Elite,7753,PS2,2005,Shooter,Ubisoft,0.1,0.07,0.0,0.02,0.19,0.09531017980432487,0.06765864847381481,0.0,0.019802627296179712,0.173953307123438,0
Dance Central: Spotlight,7977,XOne,2014,Misc,Microsoft Game Studios,0.15,0.03,0.0,0.0,0.19,0.13976194237515868,0.0295588022415444,0.0,0.0,0.173953307123438,0
The Bee Game,7990,DS,2007,Adventure,Midway Games,0.17,0.0,0.0,0.01,0.19,0.15700374880966475,0.0,0.0,0.009950330853168083,0.173953307123438,0
Six Flags Fun Park,8081,DS,2008,Misc,Brash Entertainment,0.17,0.0,0.0,0.01,0.18,0.15700374880966475,0.0,0.0,0.009950330853168083,0.16551443847757338,0
The Incredible Hulk: The Pantheon Saga,8699,PS,1996,Action,Eidos Interactive,0.09,0.06,0.0,0.01,0.16,0.08617769624105233,0.058268908123975775,0.0,0.009950330853168083,0.14842000511827327,0
Superman: The Man of Steel,9404,XB,2002,Action,Atari,0.1,0.03,0.0,0.0,0.13,0.09531017980432487,0.0295588022415444,0.0,0.0,0.12221763272424921,0
Shining Force III,9414,SAT,1997,Strategy,Sega,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.12221763272424921,0.0,0.12221763272424921,0
Teenage Mutant Ninja Turtles: Arcade Attack,9626,DS,2009,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13,0.11332868530700317,0.0,0.0,0.009950330853168083,0.12221763272424921,0
Dorabase 2: Nettou Ultra Stadium,9986,DS,2009,Sports,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12,0.0,0.0,0.11332868530700317,0.0,0.11332868530700317,0
Cake Mania,10098,DS,2007,Puzzle,Majesco Entertainment,0.09,0.01,0.0,0.01,0.11,0.08617769624105233,0.009950330853168083,0.0,0.009950330853168083,0.10436001532424277,0
Derby Stallion P,10432,PSP,2006,Sports,Enterbrain,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.09531017980432487,0.0,0.09531017980432487,0
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,10548,DS,2007,Misc,Paon,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.09531017980432487,0.0,0.09531017980432487,0
Langrisser V: The End of Legend,10855,SAT,1998,Strategy,NCS,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.08617769624105233,0.0,0.08617769624105233,0
Def Jam Fight For NY: The Takeover,10950,PSP,2006,Action,Electronic Arts,0.08,0.0,0.0,0.01,0.09,0.07696104113612832,0.0,0.0,0.009950330853168083,0.08617769624105233,0
Puss in Boots,11187,PS3,2011,Action,THQ,0.07,0.01,0.0,0.01,0.09,0.06765864847381481,0.009950330853168083,0.0,0.009950330853168083,0.08617769624105233,0
The Witch and the Hundred Knight,11484,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.08,0.019802627296179712,0.009950330853168083,0.04879016416943201,0.009950330853168083,0.07696104113612832,0
Romance of the Three Kingdoms XI,11856,PS2,2007,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06765864847381481,0.0,0.06765864847381481,0
The King of Fighters: Evolution,11902,DC,2000,Fighting,SNK,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06765864847381481,0.0,0.06765864847381481,0
Moxie Girlz,11913,DS,2011,Misc,GameMill Entertainment,0.07,0.0,0.0,0.0,0.07,0.06765864847381481,0.0,0.0,0.0,0.06765864847381481,0
FIFA Soccer 2004,11998,GC,2003,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,0.04879016416943201,0.009950330853168083,0.0,0.0,0.06765864847381481,0
Zettai Onkan Otoda Master,12113,DS,2007,Role-Playing,Hudson Soft,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.06765864847381481,0.0,0.06765864847381481,0
Just Dance: Disney Party 2,12119,XOne,2015,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,0.04879016416943201,0.009950330853168083,0.0,0.009950330853168083,0.06765864847381481,0
A llI S.V.: A Ressha de Gyoukou 3 Super Version,12387,SNES,1995,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.058268908123975775,0.0,0.058268908123975775,0
Jumble Madness,12683,DS,2009,Puzzle,Destineer,0.06,0.0,0.0,0.0,0.06,0.058268908123975775,0.0,0.0,0.0,0.058268908123975775,0
Wangan Midnight,14149,PS3,2007,Racing,Genki,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0295588022415444,0.0,0.0295588022415444,0
Smart Girl's Winter Wonderland,14325,DS,2008,Misc,UFO Interactive,0.03,0.0,0.0,0.0,0.03,0.0295588022415444,0.0,0.0,0.0,0.0295588022415444,0
Tank Beat,14886,DS,2006,Strategy,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.03,0.009950330853168083,0.009950330853168083,0.0,0.0,0.0295588022415444,0
Ten Pin Alley 2,15461,Wii,2008,Sports,XS Games,0.02,0.0,0.0,0.0,0.02,0.019802627296179712,0.0,0.0,0.0,0.019802627296179712,0
Machi: Unmei no Kousaten,15686,PSP,2006,Adventure,ChunSoft,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Otona no Renai Shousetsu: Harlequin Selection,15846,DS,2010,Misc,Nintendo,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Kadenz fermata//Akkord:fortissimo,15860,PSV,2014,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,15913,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.019802627296179712,0.0,0.019802627296179712,0
Turbo: Super Stunt Squad,16065,X360,2013,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,0
Legend of Kay Anniversary,16299,WiiU,2015,Action,Nordic Games,0.0,0.01,0.0,0.0,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,0
Jam Sessions: Sing and Play Guitar (jp sales),16324,DS,2007,Misc,Ubisoft,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
"Element Girl: Love, Fashion and Friends",16412,DS,2008,Adventure,DTP Entertainment,0.0,0.01,0.0,0.0,0.01,0.0,0.009950330853168083,0.0,0.0,0.009950330853168083,0
Captain Rainbow,16476,Wii,2008,Adventure,Nintendo,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.009950330853168083,0.0,0.009950330853168083,0
Crash Bandicoot 3: Warped,107,PS,1998,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13,1.5432981099295553,1.0116009116784799,0.8837675401685949,0.2468600779315258,2.0955609235597192,1
Medal of Honor,583,X360,2010,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62,0.9360933591703348,0.5933268452777344,0.039220713153281295,0.1906203596086497,1.2864740258376797,0
Monster Hunter Tri,720,Wii,2009,Role-Playing,Nintendo,0.67,0.41,1.05,0.11,2.25,0.5128236264286637,0.3435897043900769,0.7178397931503169,0.10436001532424277,1.1786549963416462,1
Disney's Aladdin,1011,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75,0.6626879730752367,0.29266961396282,0.1906203596086497,0.23901690047049992,1.0116009116784799,0
Transformers,1535,PS2,2004,Shooter,Atari,0.63,0.49,0.0,0.16,1.29,0.48858001481867097,0.3987761199573678,0.0,0.14842000511827327,0.8285518175661483,0
The Sims 2: Castaway,1633,Wii,2007,Simulation,Electronic Arts,0.45,0.64,0.0,0.14,1.23,0.37156355643248307,0.49469624183610705,0.0,0.1310282624064041,0.8020015854720274,0
Your Shape: Fitness Evolved 2012,1721,X360,2011,Sports,Ubisoft,0.7,0.37,0.0,0.1,1.17,0.5306282510621704,0.31481073984003355,0.0,0.09531017980432487,0.7747271675523681,0
The Orange Box,1906,PS3,2007,Shooter,Electronic Arts,0.28,0.59,0.0,0.22,1.08,0.2468600779315258,0.46373401623214017,0.0,0.1988508587451652,0.7323678937132266,0
Sonic Riders,2269,GC,2006,Racing,Sega,0.71,0.18,0.0,0.03,0.92,0.5364933705145685,0.16551443847757338,0.0,0.0295588022415444,0.6523251860396903,0
Madden NFL 08,2329,Wii,2007,Sports,Electronic Arts,0.82,0.01,0.0,0.07,0.89,0.598836501088704,0.009950330853168083,0.0,0.06765864847381481,0.636576829071551,0
Need for Speed: Nitro,2433,Wii,2009,Racing,Electronic Arts,0.46,0.31,0.0,0.08,0.85,0.3784364357202451,0.27002713721306015,0.0,0.07696104113612832,0.6151856390902335,0
Mega Man X5,2736,PS,2000,Platform,Capcom,0.3,0.21,0.2,0.05,0.75,0.26236426446749106,0.1906203596086497,0.18232155679395462,0.04879016416943201,0.5596157879354227,0
New Play Control! Pikmin,3083,Wii,2008,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66,0.2546422183735807,0.1310282624064041,0.173953307123438,0.039220713153281295,0.5068176023684519,0
Plants vs. Zombies: Garden Warfare,3289,PS4,2014,Shooter,Electronic Arts,0.21,0.29,0.01,0.11,0.61,0.1906203596086497,0.2546422183735807,0.009950330853168083,0.10436001532424277,0.4762341789963716,0
Beijing 2008,3388,X360,2008,Sports,Sega,0.15,0.38,0.0,0.07,0.59,0.13976194237515868,0.32208349916911333,0.0,0.06765864847381481,0.46373401623214017,0
NBA 2K7,3484,X360,2006,Sports,Take-Two Interactive,0.53,0.0,0.0,0.04,0.58,0.4252677354043441,0.0,0.0,0.039220713153281295,0.4574248470388754,0
Harry Potter Collection,3574,PS2,2006,Misc,Electronic Arts,0.28,0.21,0.0,0.07,0.56,0.2468600779315258,0.1906203596086497,0.0,0.06765864847381481,0.44468582126144574,0
GT Pro Series,3828,Wii,2006,Racing,Ubisoft,0.46,0.01,0.02,0.04,0.52,0.3784364357202451,0.009950330853168083,0.019802627296179712,0.039220713153281295,0.41871033485818504,0
Jake Power: Fireman,4071,DS,2008,Adventure,Ubisoft,0.08,0.35,0.0,0.06,0.49,0.07696104113612832,0.30010459245033805,0.0,0.058268908123975775,0.3987761199573678,0
Mass Effect Trilogy,4717,PS3,2012,Action,Electronic Arts,0.37,0.0,0.0,0.04,0.41,0.31481073984003355,0.0,0.0,0.039220713153281295,0.3435897043900769,0
UEFA Euro 2008 Austria-Switzerland,4732,PS3,2008,Sports,Electronic Arts,0.08,0.27,0.0,0.06,0.41,0.07696104113612832,0.23901690047049992,0.0,0.058268908123975775,0.3435897043900769,0
Densha De Go! 2,4740,PS,1999,Simulation,Taito,0.0,0.0,0.38,0.03,0.41,0.0,0.0,0.32208349916911333,0.0295588022415444,0.3435897043900769,0
The Legend of Spyro: Dawn of the Dragon,4826,PS2,2008,Platform,Vivendi Games,0.12,0.01,0.0,0.27,0.4,0.11332868530700317,0.009950330853168083,0.0,0.23901690047049992,0.33647223662121295,0
Metal Gear Solid: Snake Eater 3D,5028,3DS,2012,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,0.13976194237515868,0.10436001532424277,0.09531017980432487,0.019802627296179712,0.32208349916911333,0
Formula 1 Championship Edition,5263,PS,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36,0.058268908123975775,0.039220713153281295,0.20701416938432615,0.019802627296179712,0.3074846997479606,0
Murdered: Soul Suspect,5615,PS4,2014,Action,Square Enix,0.09,0.16,0.02,0.05,0.32,0.08617769624105233,0.14842000511827327,0.019802627296179712,0.04879016416943201,0.2776317365982795,0
Famista '91,5864,NES,1990,Sports,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.26236426446749106,0.0,0.26236426446749106,0
Call of Juarez: The Cartel,5925,PS3,2011,Shooter,Ubisoft,0.12,0.13,0.0,0.05,0.3,0.11332868530700317,0.12221763272424921,0.0,0.04879016416943201,0.26236426446749106,0
Virtua Fighter 5 Online,6188,X360,2007,Fighting,Sega,0.2,0.03,0.03,0.02,0.28,0.18232155679395462,0.0295588022415444,0.0295588022415444,0.019802627296179712,0.2468600779315258,0
Kakyuusei,6219,SAT,1997,Strategy,Elf,0.0,0.0,0.28,0.0,0.28,0.0,0.0,0.2468600779315258,0.0,0.2468600779315258,0
Littlest Pet Shop: Beach Friends,6286,DS,2009,Simulation,Electronic Arts,0.25,0.0,0.0,0.02,0.27,0.22314355131420976,0.0,0.0,0.019802627296179712,0.23901690047049992,0
The BIGS,6396,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0.0,0.0,0.27,0.16551443847757338,0.07696104113612832,0.0,0.0,0.23901690047049992,0
Dune 2000,6746,PS,1999,Strategy,Electronic Arts,0.14,0.09,0.0,0.02,0.25,0.1310282624064041,0.08617769624105233,0.0,0.019802627296179712,0.22314355131420976,0
Chibi-Robo! Zip Lash,6902,3DS,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24,0.08617769624105233,0.07696104113612832,0.058268908123975775,0.019802627296179712,0.2151113796169455,0
NBA Live 14,7294,PS4,2013,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22,0.1310282624064041,0.04879016416943201,0.0,0.0295588022415444,0.1988508587451652,0
NBA Live 08,8013,Wii,2007,Sports,Electronic Arts,0.17,0.0,0.0,0.02,0.18,0.15700374880966475,0.0,0.0,0.019802627296179712,0.16551443847757338,0
Finding Nemo: Escape to the Big Blue,8297,DS,2006,Action,THQ,0.12,0.04,0.0,0.01,0.17,0.11332868530700317,0.039220713153281295,0.0,0.009950330853168083,0.15700374880966475,0
PoPoLoCrois: Hajimari no Bouken,8471,PS2,2002,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.16,0.0,0.16,0.0,0.0,0.14842000511827327,0.0,0.14842000511827327,0
Ener-G Horse Riders,8610,DS,2008,Sports,Ubisoft,0.14,0.01,0.0,0.01,0.16,0.1310282624064041,0.009950330853168083,0.0,0.009950330853168083,0.14842000511827327,0
The Adventures of Tintin: The Game,8764,3DS,2011,Action,Ubisoft,0.05,0.09,0.0,0.02,0.15,0.04879016416943201,0.08617769624105233,0.0,0.019802627296179712,0.13976194237515868,0
QuickSpot,9002,DS,2006,Misc,Namco Bandai Games,0.02,0.0,0.13,0.0,0.14,0.019802627296179712,0.0,0.12221763272424921,0.0,0.1310282624064041,0
Houshinengi,9277,PS,1998,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01,0.14,0.0,0.0,0.12221763272424921,0.009950330853168083,0.1310282624064041,0
Overlord: Raising Hell,9556,PS3,2008,Action,Codemasters,0.07,0.04,0.0,0.02,0.13,0.06765864847381481,0.039220713153281295,0.0,0.019802627296179712,0.12221763272424921,0
Heart Catch PreCure! Oshare Collection,10041,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.10436001532424277,0.0,0.10436001532424277,0
Rocky Balboa,10297,PSP,2007,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.11,0.009950330853168083,0.08617769624105233,0.0,0.009950330853168083,0.10436001532424277,0
